State,Sector,Indicator,Sub Indicator,Value
Jharkhand,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,63.3
Jharkhand,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,32.4
Jharkhand,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,5
Jharkhand,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,26.5
Jharkhand,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0.9
Jharkhand,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0
Jharkhand,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0.7
Jharkhand,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Jharkhand,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Jharkhand,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Karnataka,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,24.4
Karnataka,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,8
Karnataka,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,18.4
Karnataka,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,67.2
Karnataka,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,90.2
Karnataka,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,75.7
Karnataka,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,5.7
Karnataka,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,1
Karnataka,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,4
Karnataka,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,2.7
Karnataka,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0.7
Karnataka,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,2
Karnataka,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Karnataka,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Karnataka,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Kerala,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,6.4
Kerala,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,4
Kerala,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,5.2
Kerala,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,93.4
Kerala,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,95.7
Kerala,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,94.5
Kerala,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,0.1
Kerala,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,0.2
Kerala,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,0.2
Kerala,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0.1
Kerala,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0.1
Kerala,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0.1
Kerala,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Kerala,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Kerala,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Ladakh,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,7
Ladakh,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,0.4
Ladakh,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,6.3
Ladakh,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,91.4
Ladakh,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,99.3
Ladakh,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,92.2
Ladakh,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,1.6
Ladakh,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,0.3
Ladakh,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,1.4
Ladakh,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0
Ladakh,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0
Ladakh,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0
Ladakh,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Ladakh,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Ladakh,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Lakshadweep,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,0
Lakshadweep,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,1.5
Lakshadweep,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,1.1
Lakshadweep,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,100
Lakshadweep,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,98.5
Lakshadweep,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,98.9
Lakshadweep,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,0
Lakshadweep,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,0.1
Lakshadweep,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,0
Lakshadweep,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0
Lakshadweep,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0
Lakshadweep,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0
Lakshadweep,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Lakshadweep,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Lakshadweep,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Madhya Pradesh,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,3.6
Madhya Pradesh,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,1.6
Madhya Pradesh,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,3.1
Madhya Pradesh,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,79.2
Madhya Pradesh,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,95.6
Madhya Pradesh,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,83.6
Madhya Pradesh,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,15.2
Madhya Pradesh,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,2.4
Madhya Pradesh,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,11.8
Madhya Pradesh,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,2
Madhya Pradesh,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0.5
Madhya Pradesh,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,1.6
Madhya Pradesh,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Madhya Pradesh,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Madhya Pradesh,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Maharashtra,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,6.4
Maharashtra,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,2.5
Maharashtra,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,4.8
Maharashtra,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,84.9
Maharashtra,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,96.2
Maharashtra,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,89.5
Maharashtra,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,7.1
Maharashtra,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,0.6
Maharashtra,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,4.5
Maharashtra,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,1.6
Maharashtra,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0.6
Maharashtra,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,1.2
Maharashtra,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Maharashtra,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Maharashtra,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Manipur,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,23.7
Manipur,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,11.4
Manipur,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,19.8
Manipur,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,64.8
Manipur,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,85.2
Manipur,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,71.2
Manipur,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,5.9
Manipur,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,0.7
Manipur,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,4.3
Manipur,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,5.5
Manipur,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,2.8
Manipur,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,4.7
Manipur,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Manipur,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Manipur,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Meghalaya,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,13.8
Meghalaya,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,0.8
Meghalaya,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,11.7
Meghalaya,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,58.3
Meghalaya,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,93
Meghalaya,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,63.8
Meghalaya,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,6.4
Meghalaya,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,0.6
Meghalaya,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,5.5
Meghalaya,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,21.6
Meghalaya,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,5.6
Meghalaya,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,19
Meghalaya,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Meghalaya,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Meghalaya,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Mizoram,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,10.9
Mizoram,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,1.1
Mizoram,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,6.5
Mizoram,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,88.7
Mizoram,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,98.9
Mizoram,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,93.2
Mizoram,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,0.5
Mizoram,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,0.1
Mizoram,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,0.3
Mizoram,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0
Mizoram,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0
Mizoram,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0
Mizoram,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Mizoram,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Mizoram,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Nagaland,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,22.2
Nagaland,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,12.7
Nagaland,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,19.6
Nagaland,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,69.6
Nagaland,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,79.9
Nagaland,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,72.5
Nagaland,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,0.3
Nagaland,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,0.1
Nagaland,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,0.2
Nagaland,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,7.8
Nagaland,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,7.4
Nagaland,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,7.7
Nagaland,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Nagaland,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Nagaland,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Odisha,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,24.9
Odisha,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,10.3
Odisha,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,22.6
Odisha,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,58.2
Odisha,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,82.1
Odisha,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,61.9
Odisha,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,15.8
Odisha,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,7.6
Odisha,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,14.6
Odisha,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,1.1
Odisha,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0
Odisha,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0.9
Odisha,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Odisha,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Odisha,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Puducherry,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,30.8
Puducherry,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,12.3
Puducherry,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,18.9
Puducherry,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,68.9
Puducherry,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,85
Puducherry,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,79.3
Puducherry,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,0.3
Puducherry,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,1
Puducherry,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,0.7
Puducherry,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0
Puducherry,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,1.7
Puducherry,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,1.1
Puducherry,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Puducherry,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Puducherry,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Punjab,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,1
Punjab,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,1
Punjab,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,1
Punjab,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,98
Punjab,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,98.4
Punjab,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,98.2
Punjab,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,0.6
Punjab,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,0.6
Punjab,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,0.6
Punjab,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0.4
Punjab,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0
Punjab,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0.3
Punjab,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Punjab,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Punjab,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Rajasthan,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,3.4
Rajasthan,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,0.6
Rajasthan,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,2.7
Rajasthan,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,81.1
Rajasthan,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,97.6
Rajasthan,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,84.9
Rajasthan,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,15.3
Rajasthan,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,1.8
Rajasthan,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,12.2
Rajasthan,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0.2
Rajasthan,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0
Rajasthan,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0.2
Rajasthan,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Rajasthan,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Rajasthan,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Sikkim,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,3.3
Sikkim,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,3
Sikkim,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,3.2
Sikkim,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,93.9
Sikkim,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,95.2
Sikkim,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,94.2
Sikkim,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,2.8
Sikkim,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,1.7
Sikkim,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,2.5
Sikkim,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0
Sikkim,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0.2
Sikkim,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0
Sikkim,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Sikkim,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Sikkim,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,All,100
Tamil Nadu,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,32.3
Tamil Nadu,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,11.9
Tamil Nadu,All,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,22.9
