State,Sector,Indicator,Sub Indicator,Value
Haryana,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,20.3
Haryana,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,9.9
Haryana,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,4.9
Haryana,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,7.8
Himachal Pradesh,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,98.1
Himachal Pradesh,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,82.2
Himachal Pradesh,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,97.5
Himachal Pradesh,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,75
Himachal Pradesh,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,34.3
Himachal Pradesh,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,71.3
Himachal Pradesh,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,7.1
Himachal Pradesh,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,5
Himachal Pradesh,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,6.8
Jammu & Kashmir,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,99.5
Jammu & Kashmir,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,97.7
Jammu & Kashmir,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,99.2
Jammu & Kashmir,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,75.2
Jammu & Kashmir,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,73.5
Jammu & Kashmir,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,75
Jammu & Kashmir,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,11.1
Jammu & Kashmir,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,6.4
Jammu & Kashmir,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,10
Jharkhand,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,98.9
Jharkhand,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,94
Jharkhand,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,98.1
Jharkhand,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,63.1
Jharkhand,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,62.3
Jharkhand,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,63
Jharkhand,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,12.5
Jharkhand,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,8.6
Jharkhand,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,11.6
Karnataka,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,98.5
Karnataka,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,98
Karnataka,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,98.4
Karnataka,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,84.4
Karnataka,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,84.8
Karnataka,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,84.5
Karnataka,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,7.5
Karnataka,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,4.5
Karnataka,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,6.2
Kerala,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,97.6
Kerala,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,98.1
Kerala,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,97.9
Kerala,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,57.5
Kerala,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,65.8
Kerala,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,61.5
Kerala,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,14.1
Kerala,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,13.4
Kerala,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,13.8
Ladakh,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,50.6
Ladakh,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,57.1
Ladakh,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,51.3
Ladakh,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,64.8
Ladakh,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,74.5
Ladakh,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,65.7
Ladakh,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,10
Ladakh,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,5.2
Ladakh,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,9.2
Lakshadweep,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,100
Lakshadweep,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,100
Lakshadweep,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,100
Lakshadweep,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,86.3
Lakshadweep,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,77
Lakshadweep,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,79.5
Lakshadweep,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,6.2
Lakshadweep,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,6.1
Lakshadweep,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,6.2
Madhya Pradesh,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,91.1
Madhya Pradesh,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,83.1
Madhya Pradesh,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,88.9
Madhya Pradesh,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,41.8
Madhya Pradesh,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,52
Madhya Pradesh,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,44.3
Madhya Pradesh,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,16.4
Madhya Pradesh,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,13.7
Madhya Pradesh,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,15.7
Maharashtra,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,97.4
Maharashtra,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,97.3
Maharashtra,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,97.4
Maharashtra,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,46
Maharashtra,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,63.2
Maharashtra,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,51.2
Maharashtra,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,13.8
Maharashtra,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,8
Maharashtra,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,11.3
Manipur,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,99.3
Manipur,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,99.2
Manipur,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,99.3
Manipur,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,95.2
Manipur,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,98.8
Manipur,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,96.1
Manipur,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,9
Manipur,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,6.4
Manipur,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,8.1
Meghalaya,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,54.5
Meghalaya,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,76.8
Meghalaya,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,55.6
Meghalaya,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,70.1
Meghalaya,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,39.5
Meghalaya,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,67.6
Meghalaya,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,7.2
Meghalaya,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,2.8
Meghalaya,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,6.3
Mizoram,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,100
Mizoram,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,99.8
Mizoram,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,99.9
Mizoram,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,69.9
Mizoram,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,72.3
Mizoram,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time,71
Mizoram,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,15
Mizoram,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,14.5
Mizoram,All,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014,14.7
Nagaland,Rural,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,99.2
Nagaland,Urban,"Percentage of Households Which Have Purchased/ Constructed New House/flat for Residential Purpose After 31.03.2014, Purchased for the First Time and Owned that House/flat as on Date of Survey",Percentage of household which have purchased/constructed any house/flat after 31.03.2014 for the first time and owned that house/flat as on date of survey,98.1
