State,Sector,Indicator,Sub Indicator,Value
Odisha,Urban,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Piped Water into Dwelling or Yard/plot,52.7
Odisha,All,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Piped Water into Dwelling or Yard/plot,13.5
Odisha,Rural,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Improved Source of Drinking Water,91.8
Odisha,Urban,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Improved Source of Drinking Water,98.4
Odisha,All,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Improved Source of Drinking Water,92.8
Puducherry,Rural,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Piped Water into Dwelling or Yard/plot,98.7
Puducherry,Urban,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Piped Water into Dwelling or Yard/plot,91.4
Puducherry,All,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Piped Water into Dwelling or Yard/plot,94
Puducherry,Rural,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Improved Source of Drinking Water,100
Puducherry,Urban,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Improved Source of Drinking Water,98.7
Puducherry,All,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Improved Source of Drinking Water,99.2
Punjab,Rural,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Piped Water into Dwelling or Yard/plot,64
Punjab,Urban,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Piped Water into Dwelling or Yard/plot,80.6
Punjab,All,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Piped Water into Dwelling or Yard/plot,70.4
Punjab,Rural,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Improved Source of Drinking Water,100
Punjab,Urban,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Improved Source of Drinking Water,99.8
Punjab,All,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Improved Source of Drinking Water,99.9
Rajasthan,Rural,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Piped Water into Dwelling or Yard/plot,36.5
Rajasthan,Urban,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Piped Water into Dwelling or Yard/plot,86.6
Rajasthan,All,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Piped Water into Dwelling or Yard/plot,48
Rajasthan,Rural,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Improved Source of Drinking Water,93.7
Rajasthan,Urban,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Improved Source of Drinking Water,98.5
Rajasthan,All,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Improved Source of Drinking Water,94.8
Sikkim,Rural,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Piped Water into Dwelling or Yard/plot,74.6
Sikkim,Urban,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Piped Water into Dwelling or Yard/plot,97.3
Sikkim,All,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Piped Water into Dwelling or Yard/plot,80.4
Sikkim,Rural,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Improved Source of Drinking Water,98.5
Sikkim,Urban,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Improved Source of Drinking Water,100
Sikkim,All,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Improved Source of Drinking Water,98.9
Tamil Nadu,Rural,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Piped Water into Dwelling or Yard/plot,34.1
Tamil Nadu,Urban,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Piped Water into Dwelling or Yard/plot,44.5
Tamil Nadu,All,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Piped Water into Dwelling or Yard/plot,38.9
Tamil Nadu,Rural,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Improved Source of Drinking Water,99.7
Tamil Nadu,Urban,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Improved Source of Drinking Water,99.6
Tamil Nadu,All,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Improved Source of Drinking Water,99.6
Telangana,Rural,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Piped Water into Dwelling or Yard/plot,62.2
Telangana,Urban,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Piped Water into Dwelling or Yard/plot,75.1
Telangana,All,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Piped Water into Dwelling or Yard/plot,67.4
Telangana,Rural,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Improved Source of Drinking Water,98.3
Telangana,Urban,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Improved Source of Drinking Water,99.7
Telangana,All,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Improved Source of Drinking Water,98.9
Tripura,Rural,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Piped Water into Dwelling or Yard/plot,15.2
Tripura,Urban,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Piped Water into Dwelling or Yard/plot,48.6
Tripura,All,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Piped Water into Dwelling or Yard/plot,22.5
Tripura,Rural,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Improved Source of Drinking Water,89.6
Tripura,Urban,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Improved Source of Drinking Water,99.3
Tripura,All,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Improved Source of Drinking Water,91.7
Uttarakhand,Rural,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Piped Water into Dwelling or Yard/plot,41.4
Uttarakhand,Urban,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Piped Water into Dwelling or Yard/plot,70.7
Uttarakhand,All,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Piped Water into Dwelling or Yard/plot,48.6
Uttarakhand,Rural,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Improved Source of Drinking Water,95.1
Uttarakhand,Urban,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Improved Source of Drinking Water,100
Uttarakhand,All,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Improved Source of Drinking Water,96.3
Uttar Pradesh,Rural,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Piped Water into Dwelling or Yard/plot,3.2
Uttar Pradesh,Urban,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Piped Water into Dwelling or Yard/plot,46.6
Uttar Pradesh,All,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Piped Water into Dwelling or Yard/plot,12.1
Uttar Pradesh,Rural,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Improved Source of Drinking Water,99.3
Uttar Pradesh,Urban,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Improved Source of Drinking Water,99.8
Uttar Pradesh,All,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Improved Source of Drinking Water,99.4
West Bengal,Rural,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Piped Water into Dwelling or Yard/plot,7.8
West Bengal,Urban,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Piped Water into Dwelling or Yard/plot,40.6
West Bengal,All,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Piped Water into Dwelling or Yard/plot,17.2
West Bengal,Rural,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Improved Source of Drinking Water,98.4
West Bengal,Urban,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Improved Source of Drinking Water,99.3
West Bengal,All,Percentage of Persons Reported to Have Access to Piped Water into Dwelling or Yard/plot and Reported to Have Access to Improved Source of Drinking Water,Improved Source of Drinking Water,98.7
